artists,title,points,pos,max_pos,year_released,year_charts,weeks_top10,title_spotify,artist_spotify,id_spotify,match_score,image,tags
Michael Mittermeier vs. Guano Babes,Kumba Yo!,61,26,3,2001,2001,7,Kumba Yo !,Mittermeier vs. Guano Babes,2qL8BHT0gjaFn9o263y7qo,0.926346468925476,https://i.scdn.co/image/ab67616d0000b2732933a32f196a69520aa8c366,"['alternative rock', 'rock', 'alternative', 'cover', 'crossover']"
Alcazar,Crying At The Discotheque,55,27,3,2001,2001,8,Crying at the Discoteque - Radio Edit,Alcazar,7gQAFGUyHPcY0cQNPsjMf0,0.8142162024974822,https://i.scdn.co/image/ab67616d0000b27385e78df7d2c89c311bcd567b,"['dance', 'Disco', 'pop', 'swedish', 'Sweden']"
Shaggy,It Wasn't Me,53,28,4,2001,2001,8,It Wasn't Me,"Shaggy, Rik Rok",5LIQBa14xlboDhAjw4tFaR,0.9274425089359284,https://i.scdn.co/image/ab67616d0000b273e1e7f652232e1da799550a4d,"['reggae', 'Shaggy', 'pop', 'Hip-Hop', 'rnb']"
Gigi D'Agostino,La passion,52,29,2,2000,2001,6,La Passion,Gigi D'Agostino,76BWoWI8m8XEiUZWogaPEy,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b2739f2ee3f526327adefd970bc9,"['dance', 'trance', 'vocal trance', 'Disco', 'eurodance']"
Brandy feat. Ray J.,Another Day In Paradise,52,30,2,2001,2001,5,Another Day in Paradise (with Ray J),"Brandy, Ray J",6JUxqVAvn9td57RvZPpNwL,1.000000202655792,https://i.scdn.co/image/ab67616d0000b273cee702f3bbc21b686375dda1,[]
Gigi D'Agostino,L'amour toujours,46,31,3,2001,2001,8,L'Amour Toujours,Gigi D'Agostino,52LJ3hyknOijCrE5gCD0rE,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27395c70cc04573417548b47199,"['dance', 'eurodance', 'electronic', 'techno', 'trance']"
Walter (Big Brother 2),Ich geh nicht ohne dich,43,32,3,2000,2001,6,Nicht ohne dich,Jonathan Zelter,13t118EBxRFmsaTSr3I77e,0.7434529304504394,https://i.scdn.co/image/ab67616d0000b273c378c07fba11615d11d1d661,
Sugababes,Overload,43,33,3,2000,2001,6,Overload,Sugababes,7orBBkQgdmanhPCD0FyHHZ,1.0,https://i.scdn.co/image/ab67616d0000b273377e679f033604a4cfa3caf1,"['pop', 'female vocalists', 'Sugababes', 'dance', 'british']"
Wu-Tang Clan,Gravel Pit,39,34,5,2000,2001,7,Gravel Pit,Wu-Tang Clan,5YqfFaGZz1sstoo7BFAVqP,0.9999999940395354,https://i.scdn.co/image/ab67616d0000b273fcb89f2ac72092739527928c,"['Hip-Hop', 'hip hop', 'rap', 'wu-tang', 'Wu-Tang Clan']"
Alizee,Moi...Lolita,37,35,5,2001,2001,8,Moi... Lolita,Alizée,6e0LjNPkRqxIAlmmdjWSV8,0.8350905001163482,https://i.scdn.co/image/ab67616d0000b27370e4990047a33f297882afe9,"['french', 'pop', 'french pop', 'female vocalists', 'lolita']"
Samy Deluxe & Sleepwalker,Weck mich auf,37,36,4,2001,2001,6,Weck mich auf,Samy Deluxe,47VRtROAdociHgtuVZNoBL,0.9363036274909972,https://i.scdn.co/image/ab67616d0000b2733a4e3166c4bc433bacf606f3,"['hip hop', 'german hiphop', 'german', 'Hip-Hop', 'rap']"
Geri Halliwell,It's Raining Men,37,37,5,2001,2001,6,It's Raining Men,Geri Halliwell,7q3qX7Ees3FZtRFJXWgPZs,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27320fa8a1a52c78ef950f52745,"['pop', 'dance', 'cover', 'female vocalists', 'Geri Halliwell']"
DJ Bobo & Irene Cara,What A Feeling,36,38,3,2001,2001,6,What a Feeling,"DJ BoBo, Irene Cara",4G3yuMQPt9m4mTI9ZtbB3J,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27387c29880863b098fb7f54335,"['dance', '90s', 'eurodance']"
Stefan Raab,Wir kiffen,36,39,3,2001,2001,3,Wir kiffen!,Stefan Raab,0LAgQlhrBOfM7GmHrISNPq,0.9999999582767488,https://i.scdn.co/image/ab67616d0000b273999c3ddbf6ddc11660d4d727,"['comedy', 'german', 'pop', 'funny', 'TV Total']"
Bro'Sis (Popstars 2),I Believe,36,40,1,2001,2001,2,I Believe (Video / Radio Mix),Bro'Sis,1ISB9rFXbOdvvTBgu66da0,0.999999952316284,https://i.scdn.co/image/ab67616d0000b273ee64e0021ff325bd4d150954,[]
Brothers Keepers (Xavier Naidoo & Friends),Adriano (Letzte Warnung),33,41,5,2001,2001,6,Adriano,"Trettmann, KITSCHKRIEG",6TwvobSwZld3puPyEoxBET,0.7651513665914536,https://i.scdn.co/image/ab67616d0000b2737861a990f298c028dd4f7ae2,
Public Domain,Operation Blade,33,42,4,2001,2001,6,"Operation Blade (7"" Radio Edit)",Public Domain,09RQez2cCVx1DC1vIan2oS,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b273ef3104d588d140532cd9a65d,"['trance', 'dance', 'techno', 'Hard Trance', 'electronic']"
Glashaus,Wenn das Liebe ist,29,43,5,2001,2001,6,Wenn das Liebe ist - Live,"GLASHAUS, Moses Pelham",6aXpwxzkSBxytnyo5nSBeE,0.7770461082458495,https://i.scdn.co/image/ab67616d0000b2736bb4642e1dca90aba7d26be4,"['soul', 'deutsch', 'pop', 'german', 'female vocalists']"
Right Said Fred,You're My Mate,28,44,6,2001,2001,6,You're My Mate,Right Said Fred,7N0ds009y5ZNY90KGPuegE,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273c831be102f7a3ba9c5de5340,"['dance', 'pop', '90s', 'british', 'folk rock']"
Atomic Kitten,Eternal Flame,28,45,5,2001,2001,5,Eternal Flame,Atomic Kitten,7f8ghanV3NPAwbiSfI4aNU,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27377917bf148749142f29f8a3d,"['pop', 'female vocalists', 'british', 'Atomic Kitten', 'cover']"
Alien Ant Farm,Smooth Criminal,26,46,5,2001,2001,5,Smooth Criminal,Alien Ant Farm,5z6xHjCZr7a7AIcy8sPBKy,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2733aa5698b9f13447a6ccc0dcc,"['rock', 'cover', 'alternative rock', 'alternative', 'covers']"
DJs @ Work,Someday,26,47,5,2001,2001,5,Someday,DJs@Work,0MyLad2yGxE6upNpGY8hCA,0.9609429597854612,https://i.scdn.co/image/ab67616d0000b27361acba3dd38f885bfdc3cab2,"['trance', 'eurodance', 'dance', 'vocal trance', 'electronic']"
No Angels (Popstars 1) & Donovan,When The Angels Sing / Atlantis,26,48,5,2001,2001,4,When the Angels Sing,No Angels,0xbpbdwQna7seaHfTZJN8s,0.7565167844295502,https://i.scdn.co/image/ab67616d0000b2735ce0c3ee7d1d1465d2be0f28,
Baha Men,Who Let The Dogs Out?,25,49,6,2000,2001,6,Who Let The Dogs Out,Baha Men,1H5tvpoApNDxvxDexoaAUo,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b27336c901204dd54a716c64932b,"['favorites', 'happy', 'fun', 'reggae', 'Awesome']"
Ricky Martin & Christina Aguilera,Nobody Wants To Be Lonely,23,50,5,2001,2001,4,Nobody Wants to Be Lonely (with Christina Aguilera),"Ricky Martin, Christina Aguilera",45cVyfWuMAg8RNxmkcpmy9,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2738eddfb644806a67f882a74de,"['pop', 'duet', 'romantic', 'latin', 'female vocalist']"
"P. Diddy (Puff Daddy), Black Rob & Mark Curry",Bad Boy For Life,21,51,6,2001,2001,5,Bad Boy for Life,"Diddy, Black Rob, Mark Curry",2eOuL8KesslTLQERQPu11D,0.9897776126861572,https://i.scdn.co/image/ab67616d0000b2735be858c2255ac19199aec3f1,
Niemann,Im Osten,21,52,4,2001,2001,4,Im Osten - Rock Mix,Niemann,47XFKZWWjCDmVrunLERG1k,0.7351409196853638,https://i.scdn.co/image/ab67616d0000b2739039ad9d87766113e013fecc,"['deutsch', 'ostdeutsch', 'german', 'Ostmusik', 'rock']"
ATB & Wild Straw,Let U Go,20,53,7,2001,2001,5,Let U Go,ATB,7ID8I3d2gfJYsPgR81B21I,0.8524315118789673,https://i.scdn.co/image/ab67616d0000b273a378e119f05b3b24785053bc,[]
Xzibit,X,20,54,4,2001,2001,4,X,Xzibit,5stZnlPMYz3Ba8Hbo3ajlP,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273ca223db78b2ffe5c462cf848,"['rap', 'Gangsta Rap', 'hip hop', 'Hip-Hop', 'West Coast Rap']"
Faith Hill,There You'll Be,19,55,8,2001,2001,5,There You'll Be,Faith Hill,5t2gSYVvBV9kH4t7Czertq,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273d17ae367f2c9b216e3a7daf4,"['country', 'Faith Hill', 'Soundtrack', 'female vocalists', 'pop']"
Jeanette,How It's Got To Be,18,56,7,2001,2001,5,How it's got to be,Jeanette Biedermann,6PxXADwhQ9GBkowLyPCyN8,0.9256326794624328,https://i.scdn.co/image/ab67616d0000b273cf9fff48629297effa276af9,"['pop', 'dance', 'german', '5 of 10 stars']"
Robbie Williams,Eternity / The Road To Mandalay,18,57,7,2001,2001,4,The Road To Mandalay,Robbie Williams,72ybhP4JN5u5CqstNK5GUe,0.8941314220428467,https://i.scdn.co/image/ab67616d0000b273c9e29dbf270e484777694449,[]
Depeche Mode,Dream On,18,58,1,2001,2001,1,Dream On,Depeche Mode,3fIsVx19pqTGejb7cwlLQB,1.0,https://i.scdn.co/image/ab67616d0000b2734b1d8575577b851f773c3d5c,"['electronic', 'new wave', 'Depeche Mode', 'synth pop', '80s']"
Eve feat. Gwen Stefani,Let Me Blow Ya Mind,17,59,5,2001,2001,4,Let Me Blow Ya Mind,"Eve, Gwen Stefani",3RmKpob8xzv1pzHEQrMJah,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2730a825fea8b9095572e5130ef,"['Hip-Hop', 'hip hop', 'rap', 'female vocalists', 'rnb']"
LeAnn Rimes,Can't Fight The Moonlight,16,60,8,2000,2001,5,Can't Fight The Moonlight,LeAnn Rimes,2AogRMqARWyUP7VQ3gmSoY,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2735cf523cc3dd38a682bf9cd7e,"['pop', 'country', 'female vocalists', 'LeAnn Rimes', 'Soundtrack']"
Daft Punk,One More Time,16,61,7,2000,2001,5,One More Time,Daft Punk,0DiWol3AO6WpXZgp0goxAV,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b2736610c21366e613bfd9f5d197,"['electronic', 'dance', 'House', 'electronica', 'techno']"
Daddy DJ,Daddy DJ,16,62,7,2001,2001,4,Daddy DJ,DJ Hits,1YlH9bFQWJAkoWX47Ficwz,0.8979369163513183,https://i.scdn.co/image/ab67616d0000b273955e9f4d49270925e11c379f,"['dance', 'House', 'daddy dj', 'french', 'electronic']"
Melanie Thornton,Wonderful Dream (Holidays Are Coming),15,63,5,2001,2001,3,Wonderful Dream (Holidays Are Coming),"Klaas, Emmie Lee",6NcTdDmYsOPE8opSKJF5en,0.779787540435791,https://i.scdn.co/image/ab67616d0000b2735f627261c7d9814ab0b88da3,"['christmas', 'female vocalists', 'Christmas Songs', 'pop', 'american']"
Jennifer Lopez,Love Don't Cost A Thing,15,64,6,2000,2001,3,Love Don't Cost a Thing,Jennifer Lopez,1fgvJXlcZ7uIddMpqsqw0L,1.0,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb,"['pop', 'dance', 'rnb', 'female vocalists', 'jennifer lopez']"
Charly Lownoise & Mental Theo,Wonderful Days,15,65,4,1995,2001,2,Wonderful Days,Charly Lownoise & Mental Theo,7MhXO8qcty2rRC2jKnXarZ,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b27327d5163bfe19951424711339,"['happy hardcore', 'Rave', 'happy rave', 'eurodance', 'dance']"
Wyclef Jean,Perfect Gentleman,14,66,7,2001,2001,4,Perfect Gentleman (feat. Hope),"Wyclef Jean, Hope",3kJrESsM3ISObFTfBQfJ8H,0.963197946548462,https://i.scdn.co/image/ab67616d0000b2733556605afe7ea14ff4e38fb4,"['Hip-Hop', 'hip hop', 'rnb', 'reggae', 'happy']"
Scooter,Posse,14,67,7,2001,2001,4,Posse (I Need You On The Floor),Scooter,4DVtF4xCkNDQtnYtAFWDNS,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b27329c9a0fcc7bd760fc78e9b97,"['techno', 'trance', 'hardance', 'hardcore', 'dance']"
Lasgo,Something,13,68,8,2001,2001,4,Something,Lasgo,4xYQVaR2wQoS6xz0SSa5Ys,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273567e98e17e302a5206fc9465,"['dance', 'trance', 'vocal trance', 'electronic', 'female vocalists']"
Destiny's Child,Survivor,12,69,8,2001,2001,4,Survivor,Destiny's Child,7qtAgn9mwxygsPOsUDVRRt,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27369c31a0f21885826fa6813f0,"['rnb', 'pop', 'destinys child', 'female vocalists', 'Hip-Hop']"
Modern Talking,Win The Race,12,70,5,2001,2001,2,Win the Race,Modern Talking,08mwa0J97EDYkhahbIsBAo,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27330b0bae18a9bd22951a9de92,"['pop', 'Disco', '80s', 'eurodance', 'Modern Talking']"
Britney Spears,I'm A Slave 4 U,12,71,3,2001,2001,1,I'm a Slave 4 U,Britney Spears,6ldwfK0yWgTAlmIfuQkTYN,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"['pop', 'dance', 'Britney Spears', 'sexy', 'female vocalists']"
Brooklyn Bounce,"Bass, Beats & Melody",11,72,7,2000,2001,3,"Bass, Beats & Melody",Brooklyn Bounce,4oNGIP8ivrEI9rGzfJp8eQ,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b27363eb244e5c11044b6ebe46ea,"['dance', 'Hard Trance', 'trance', 'techno', 'electronic']"
Die Ärzte,Manchmal haben Frauen...,11,73,4,2000,2001,2,Manchmal haben Frauen...,Die Ärzte,7mSIm0LzfRp4P8OxtJfwdA,1.0,https://i.scdn.co/image/ab67616d0000b2738e6e3b80f479a3ff830479d6,"['punk rock', 'german', 'punk', 'deutsch', 'rock']"
Fettes Brot,Schwule Mädchen,10,74,9,2001,2001,4,Schwule Mädchen,Fettes Brot,2MEm4ydaYLfXcS0RwocAu4,1.0,https://i.scdn.co/image/ab67616d0000b273452ac3d76d529c634f19cfea,"['hip hop', 'german', 'deutsch', 'Hip-Hop', 'party']"
Westlife,Uptown Girl,10,75,8,2001,2001,3,Uptown Girl - Live From The O2,Westlife,513lMN03bydbXvULzZIQqu,0.8787083387374877,https://i.scdn.co/image/ab67616d0000b273ee8ea443e884a295110beaf8,"['pop', 'westlife', 'boybands', 'irish', 'cover']"
R. Kelly,Fiesta,8,76,8,2001,2001,2,Fiesta,R. Kelly,66xrty1Aw3DcSxW20nGuFa,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2736f55dc84b1234d2225818008,"['rnb', 'r kelly', 'hip hop', 'rap', 'r&b']"
Thomas Gottschalk & Die besorgten Väter,What Happened To Rock 'n' Roll?,8,77,4,2001,2001,1,Rock n Roll,"Leony, G-Eazy",1T2zLWVcr4nXMrMnzyHUVl,0.526213141158223,https://i.scdn.co/image/ab67616d0000b27315565a1966c3bcc6790c2f8d,[]
Robbie Williams & Nicole Kidman,Somethin' Stupid,8,78,4,2001,2001,1,Somethin' Stupid,"Robbie Williams, Nicole Kidman",4kSKacywUJHdhyst4PL6pl,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273a1fec51b4d321f10723fa14a,"['pop', 'swing', 'love songs', 'Love', 'duet']"
Kate Winslet,What If,7,79,9,2001,2001,3,What If,Kate Winslet,1EK5Z3jnZh1nHXPUXpaLhK,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273480336438f37918e75db4b7e,"['Ballad', 'Soundtrack', 'pop', 'female vocalists', 'Kate Winslet']"
No Angels (Popstars 1),Rivers Of Joy,7,80,7,2001,2001,2,Rivers of Joy,No Angels,4qXtpnmeT3dxH4XvdrsD0L,1.0,https://i.scdn.co/image/ab67616d0000b273b09f6aea2b513ee276391e65,
Britney Spears,Stronger,7,81,5,2000,2001,1,Stronger,Britney Spears,5QhBKPqsnX1uY9fZNaAtZg,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"['pop', 'Britney Spears', 'dance', 'female vocalists', '00s']"
Michael Jackson,You Rock My World,6,82,6,2001,2001,1,You Rock My World,Michael Jackson,1Lhwn4PqeGpM4LTVUowW76,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273463de2351439f6532ff0dfbd,"['pop', 'michael jackson', 'rnb', 'dance', '80s']"
Lil Bow Wow,Bow Wow (That's My Name),5,83,9,2001,2001,2,Bow Wow (That's My Name) (feat. Snoop Dogg),"Bow Wow, Snoop Dogg",3RnLEACttdwU6futFsaflI,0.9288235366344452,https://i.scdn.co/image/ab67616d0000b27324edcf6461067ac8a43a4dd1,"['hip hop', 'pop', 'normal']"
Dario G.,Dream To Me,5,84,9,2001,2001,2,Dream To Me,Dario G,3we0vvzcsmQSESDgxJJWjo,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273bc413346423d0da1a0ac0479,"['dance', 'trance', 'cover', 'electronic', 'vocal trance']"
Destiny's Child,Independent Women Part I,4,85,10,2000,2001,2,Independent Women Part I,Destiny's Child,6e9sI2locopZ5p5ij1VAUF,0.9999999940395354,https://i.scdn.co/image/ab67616d0000b27369c31a0f21885826fa6813f0,"['rnb', 'pop', 'female vocalists', 'destinys child', 'Hip-Hop']"
Depeche Mode,Free Love,4,86,8,2001,2001,1,Freelove,Depeche Mode,2nubrhDTHSQwxrOHn8RjmL,0.8634091734886169,https://i.scdn.co/image/ab67616d0000b2734b1d8575577b851f773c3d5c,"['electronic', 'synth pop', 'new wave', 'Love', '80s']"
Rosenstolz,Es könnt' ein Anfang sein,4,87,8,2001,2001,1,Es könnt' ein Anfang sein - Remastered 2018,Rosenstolz,0DPZGwWjEn1D9aJlUqP6mb,0.8080266058444976,https://i.scdn.co/image/ab67616d0000b2734555027d01c35a7435c4ab62,"['german', 'pop', 'female vocalists', 'deutsch', 'romantic']"
D-12,Shit On You,4,88,8,2001,2001,1,Shit On You,D12,6dLhl7Jat4JqaKaJlyUy53,1.0,https://i.scdn.co/image/ab67616d0000b273de5bbbfb73957640d27ed0d4,"['Horrorcore', 'hardcore hip hop', 'hip hop', 'rap', 'TRUE musical HIP HOP']"
Christian (Big Brother 2),Was kostet die Welt?,4,89,8,2001,2001,1,Was kost die Welt,Versengold,4YbINgFfFADnJHp18XAtYF,0.7475289613008499,https://i.scdn.co/image/ab67616d0000b273637224290999d30a43ccf549,
Kai Tracid,Life Is Too Short,3,90,9,2001,2001,1,Life Is Too Short,Kai Tracid,3Fx10TNMymZHkK2WZ6b9AX,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2738aa64ad3919ab003ccaea0fd,"['trance', 'electronic', 'dance', 'kai tracid - beat of -neverEnding Story- soundtrack mix', 'techno']"
Depeche Mode,I Feel Loved,3,91,9,2001,2001,1,I Feel Loved,Depeche Mode,2ZXp4sf9j6MSXqUnkANb8l,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2734b1d8575577b851f773c3d5c,"['electronic', 'synthpop', 'new wave', 'synth pop', 'Depeche Mode']"
S Club 7,Don't Stop Movin',3,92,9,2001,2001,1,Don't Stop Movin',S Club,4dzreTCcGVgeF1vCcd22AC,0.9489531755447388,https://i.scdn.co/image/ab67616d0000b273d9eefcb3a1addaf3aac54133,"['pop', 'dance', 'british', 'S Club 7', 'dont stop movin']"
Rednex,The Spirit Of The Hawk,3,93,9,2000,2001,1,The Spirit of the Hawk,Rednex,7xXSaVgEvUrV1GCc3oO8HC,1.0,https://i.scdn.co/image/ab67616d0000b27322ca9f2daac37f20d8d091e1,"['electronic', 'pop', 'country', 'dance', 'eurodance']"
Lighthouse Family,Free,2,94,10,2001,2001,1,(I Wish I Knew How It Would Feel To Be) Free / One - Medley,Lighthouse Family,0chnUaWM073cQdQJLSMkAB,0.6255738943815231,https://i.scdn.co/image/ab67616d0000b273e4abf38ab1b78088badaa792,"['pop', 'dreaming', 'soul', 'Love', 'easy listening']"
Mary J. Blige,Family Affair,2,95,10,2001,2001,1,Family Affair,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,1.0,https://i.scdn.co/image/ab67616d0000b273096a7fc9668305db9d3175fc,"['rnb', 'soul', 'female vocalists', 'Hip-Hop', 'mary j blige']"
O-Town,All Or Nothing,2,96,10,2001,2001,1,All or Nothing,O-Town,3K2oxUQxZTxjluEvk7eqXD,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273024e88ac851bf787f8a2d9d6,"['pop', 'boy bands', 'love songs', 'Love', 'Ballad']"
Sylver,Forever In Love,2,97,10,2001,2001,1,Forever in Love,Sylver,4l49RkY90qqeJZ72nVbdkC,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273726197586622f3223a8b951d,"['dance', 'trance', 'vocal trance', 'electronic', 'Sylver']"
The Love Committee,You Can't Stop Us,2,98,10,2001,2001,1,You Can't Stop Us (Loveparade 2001) - Short,The Love Committee,7Al5PPhi7pwWHaUOss1jpb,0.7678820788860321,https://i.scdn.co/image/ab67616d0000b27392b5eb05d6ac7c4dbbe0cbb9,"['trance', 'House', 'love parade', 'electronic', 'techno']"
HIM,Pretending,2,99,10,2001,2001,1,Pretending,HIM,08LOjVPqSQvp6BA2VIADc0,1.0,https://i.scdn.co/image/ab67616d0000b27332f7db6cde8594bdbea6eb10,"['Love Metal', 'finnish', 'rock', 'HIM', 'Gothic']"
Sofaplanet,Liebficken,2,100,10,2001,2001,1,Liebficken,Sofaplanet,2EG7W0H2XbAssuzrosoo74,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273c11ced9993263c1935d106fb,"['indie rock', 'deutsch', 'pop', '00s', '2 of 10 stars']"
Eminem,Without Me,238,1,1,2002,2002,17,Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,1.0,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,"['rap', 'Hip-Hop', 'Eminem', 'hip hop', '00s']"
Shakira,"Whenever, Wherever",236,2,1,2002,2002,16,"Whenever, Wherever",Shakira,2lnzGkdtDj5mtlcOW2yRtG,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,"['pop', 'Shakira', 'dance', 'latin', 'sexy']"
Las Ketchup,The Ketchup Song (Asereje),220,3,1,2002,2002,17,The Ketchup Song (Aserejé) - Hippy,Las Ketchup,1zJAdg4dGfWhzImcAWXj4t,0.9154938101768492,https://i.scdn.co/image/ab67616d0000b27354dbaa284c53e085523cfec2,"['pop', 'latin', 'dance', 'spanish', 'upbeat']"
Ben feat. Gim,Engel,153,4,2,2002,2002,15,Engel (feat. Gim) - Instrumental,"Ben, Gim",4MjywP33W3snNTyqz98Wh8,0.8114355027675628,https://i.scdn.co/image/ab67616d0000b2739ec02d3ba5649b7e139b1027,"['pop', 'german', 'ben', 'RM', 'deutsch']"
Herbert Grönemeyer,Mensch,147,5,1,2002,2002,10,Mensch,Herbert Grönemeyer,2urspvjqMlyq8JVAudN3DK,1.0,https://i.scdn.co/image/ab67616d0000b273451162ec42844033f5eb8e9d,"['deutsch', 'german', 'pop', 'Deutschrock', 'rock']"
Shakira,Underneath Your Clothes,140,6,2,2002,2002,11,Underneath Your Clothes,Shakira,15f8Cv8RXUlOOCIf2oaceN,1.0,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,"['pop', 'Shakira', 'female vocalists', 'latin', 'Love']"
Nelly feat. Kelly Rowland,Dilemma,127,7,1,2002,2002,9,Dilemma (feat. Kelly Rowland),"Nelly, Kelly Rowland",14MgTooapmJdLlEMAr2zAM,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273e2fac5d29f0e10450bf287a9,"['rnb', 'Hip-Hop', 'Nelly', 'rap', 'hip hop']"
Tiziano Ferro,Perdono,116,8,2,2002,2002,12,Perdona,Tiziano Ferro,4T3o83F13gwUaF0xCtAfNl,0.935205078125,https://i.scdn.co/image/ab67616d0000b273f45069c2193b605550e7664d,"['italian', 'pop', 'Tiziano Ferro', 'italo-pop', 'dance']"
Ozzy Osbourne,Dreamer,116,9,2,2002,2002,11,Dreamer,Ozzy Osbourne,78PKCefXwDLbl4FVO1Pjzh,1.0,https://i.scdn.co/image/ab67616d0000b273962c158ac47845e7051fae4e,"['rock', 'heavy metal', 'classic rock', 'hard rock', 'metal']"
Wonderwall,Just More,105,10,2,2002,2002,12,Just More,Wonderwall,1AR0pzjw2WvAHlcst59nwT,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27335a564a46ddc8bf25a13bd6e,"['pop', 'female vocalists', 'beautiful', 'wonderwall', 'romantic']"
Scooter,Nessaja,105,11,1,2002,2002,8,Nessaja,Scooter,6OuR19weB56ZYqqDAuXHbG,1.000000202655792,https://i.scdn.co/image/ab67616d0000b273caddad34ba08839e757b7a12,"['techno', 'dance', 'trance', 'Rave', 'scooter']"
Mad House,Like A Prayer,98,12,1,2002,2002,9,Like a Prayer,MadHouse,0PLGnOgmf8RPgZNkaaSYyM,0.9549434423446654,https://i.scdn.co/image/ab67616d0000b273343bbc95fc8f650512b6f679,"['dance', '80s', 'House', 'cover', 'funky']"
No Angels (Popstars 1),Something About Us / Like Ice In The Sunshine,93,13,1,2002,2002,7,Like Ice in the Sunshine (Single Version),No Angels,0B4kP7b7TScGPORo0dbViM,0.8521646738052369,https://i.scdn.co/image/ab67616d0000b273126c6d9a842d32b3685e7258,
Die Gerd Show,Der Steuersong,90,14,1,2002,2002,5,Der Steuersong,The Karaoke Channel,6I46hAVS9gWNFIzLU2w01A,0.7700675293803214,https://i.scdn.co/image/ab67616d0000b273ae0890feb9f0d088692543ba,"['christian alexander tietgen', 'comedy', '2 of 10 stars']"
Pink,Get The Party Started,88,15,2,2002,2002,8,Get the Party Started,P!nk,02jcEwywffn3Tsb48fXmlW,1.0,https://i.scdn.co/image/ab67616d0000b2739da93c573c5ce2d9deb98e4f,"['pop', 'pink', 'dance', 'female vocalists', 'rock']"
Nickelback,How You Remind Me,80,16,3,2001,2002,13,How You Remind Me,Nickelback,0gmbgwZ8iqyMPmXefof8Yf,1.0,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c,"['rock', 'nickelback', 'alternative rock', 'alternative', 'hard rock']"
Groove Coverage,Moonlight Shadow,80,17,3,2002,2002,11,Moonlight Shadow,"W&W, Groove Coverage",0R2KmlsyojxoYG8wxcd5XX,0.96559841632843,https://i.scdn.co/image/ab67616d0000b273c165ba099dac040c11639ea6,"['dance', 'trance', 'eurodance', 'techno', 'electronic']"
B3,I.O.I.O.,77,18,4,2002,2002,12,I.O.I.O. - Extended Edit,B 3,1J1CD35dKA6KDhsZopLVeW,0.7618240058422089,https://i.scdn.co/image/ab67616d0000b273fe26f2d8d97eb440b8aa391e,"['pop', 'cover', 'party', 'christian alexander tietgen', 'instrumental']"
Bro'Sis (Popstars 2),I Believe,77,19,1,2001,2002,5,I Believe (Video / Radio Mix),Bro'Sis,1ISB9rFXbOdvvTBgu66da0,0.999999952316284,https://i.scdn.co/image/ab67616d0000b273ee64e0021ff325bd4d150954,[]
No Angels (Popstars 1),Still In Love With You,69,20,2,2002,2002,6,Still in Love with You,No Angels,3WA2vgYqsAfnq47gRJrTHJ,1.0,https://i.scdn.co/image/ab67616d0000b273126c6d9a842d32b3685e7258,
